ISIN;Currency;Exchange;ETF Underlying Index Ticker;Dvd Freq;Code;Type;Name;GICS Sector;GICS Ind Name;Name
FR0011995588;EUR;FP;#N/A Field Not Applicable;None;VLTSA;Common Stock;VOLTALIA SA- REGR;Utilities;Independent Power and Renewabl;VOLTALIA SA-REGR
FR0000130403;EUR;FP;#N/A Field Not Applicable;Semi-Anl;CDI;Common Stock;CHRISTIAN DIOR SE;Consumer Discretionary;Textiles, Apparel & Luxury Goo;CHRISTIAN DIOR
FR0011184241;EUR;FP;#N/A Field Not Applicable;None;ADOC;Common Stock;ADOCIA SAS;Health Care;Biotechnology;ADOCIA SAS
FR0013214145;EUR;FP;#N/A Field Not Applicable;None;SMCP;Common Stock;SMCP SA;Consumer Discretionary;Specialty Retail;SMCP SA
FR0005691656;EUR;FP;#N/A Field Not Applicable;Annual;TRI;Common Stock;TRIGANO SA;Consumer Discretionary;Automobiles;TRIGANO SA
FR0011522168;EUR;FP;#N/A Field Not Applicable;None;ALDR;Common Stock;DELTA DRONE;Industrials;Aerospace & Defense;DELTA DRONE
FR0011648716;EUR;FP;#N/A Field Not Applicable;None;ALCRB;Common Stock;CARBIOS;Materials;Chemicals;CARBIOS
FR0004053510;EUR;FP;#N/A Field Not Applicable;None;ALGEN;Common Stock;GENOWAY SA;Health Care;Biotechnology;GENOWAY SA
FR0000033219;EUR;FP;#N/A Field Not Applicable;Annual;ALTA;REIT;ALTAREA;Real Estate;Equity Real Estate Investment;ALTAREA
FR0013233012;EUR;FP;#N/A Field Not Applicable;None;IVA;Common Stock;INVENTIVA SA;Health Care;Biotechnology;INVENTIVA SA
FR0000044810;GBp;B1;#N/A Field Not Applicable;#N/A N/A;ALEUPGBX;Common Stock;EUROPLASMA;Industrials;Commercial Services & Supplies;EUROPLASMA
FR0010241638;EUR;FP;#N/A Field Not Applicable;Semi-Anl;MERY;REIT;MERCIALYS;Real Estate;Equity Real Estate Investment;MERCIALYS
FR0013018124;EUR;FP;#N/A Field Not Applicable;None;COX;Common Stock;NICOX SA;Health Care;Biotechnology;NICOX SA
FR0000060402;EUR;FP;#N/A Field Not Applicable;Annual;ABIO;Common Stock;ALBIOMA SA;Utilities;Independent Power and Renewabl;ALBIOMA SA
FR0011398874;EUR;FP;#N/A Field Not Applicable;#N/A N/A;ALSPW;Common Stock;SPINEWAY;Health Care;Health Care Equipment & Suppli;SPINEWAY
FR0004172450;EUR;FP;#N/A Field Not Applicable;Annual;ALBUD;Common Stock;MINT;Communication Services;Diversified Telecommunication;MINT
FR0010313833;EUR;FP;#N/A Field Not Applicable;Annual;AKE;Common Stock;ARKEMA;Materials;Chemicals;ARKEMA
FR0011049824;EUR;FP;#N/A Field Not Applicable;None;ALMDT;Common Stock;MEDIAN TECHNOLOGIES;Health Care;Health Care Technology;MEDIAN TECHNOLOG
FR0012757854;EUR;FP;#N/A Field Not Applicable;Semi-Anl;SPIE;Common Stock;SPIE SA;Industrials;Commercial Services & Supplies;SPIE SA
FR0004032746;EUR;FP;#N/A Field Not Applicable;None;ALNEV;Common Stock;NEOVACS;Health Care;Biotechnology;NEOVACS
FR0013258399;EUR;FP;#N/A Field Not Applicable;None;BALYO;Common Stock;BALYO SA - PROMESSES;Industrials;Machinery;BALYO SA
FR0000050809;EUR;FP;#N/A Field Not Applicable;Annual;SOP;Common Stock;SOPRA STERIA GROUP;Information Technology;IT Services;SOPRA STERIA GRO
FR0000071946;EUR;FP;#N/A Field Not Applicable;Annual;ATE;Common Stock;ALTEN SA;Information Technology;IT Services;ALTEN
FR0010307819;EUR;FP;#N/A Field Not Applicable;Annual;LR;Common Stock;LEGRAND SA;Industrials;Electrical Equipment;LEGRAND SA
FR0000053225;EUR;FP;#N/A Field Not Applicable;Annual;MMT;Common Stock;M6-METROPOLE TELEVISION;Communication Services;Media;M6-METROPOLE TEL
FR0011766229;EUR;FP;#N/A Field Not Applicable;None;ALONC;Common Stock;ONCODESIGN;Health Care;Biotechnology;ONCODESIGN
FR0010533075;EUR;FP;#N/A Field Not Applicable;Annual;GET;Common Stock;GETLINK SE;Industrials;Transportation Infrastructure;GETLINK SE
FR0012202497;EUR;FP;#N/A Field Not Applicable;Irreg;DGM;Common Stock;DIAGNOSTIC MEDICAL SYSTEMS;Health Care;Health Care Equipment & Suppli;DMS
FR0010451203;EUR;FP;#N/A Field Not Applicable;Annual;RXL;Common Stock;REXEL SA;Industrials;Trading Companies & Distributo;REXEL SA
FR0010291245;EUR;FP;#N/A Field Not Applicable;None;VMX;Common Stock;VERIMATRIX SA;Information Technology;Software;VERIMATRIX SA
FR0000044448;EUR;FP;#N/A Field Not Applicable;Annual;NEX;Common Stock;NEXANS SA;Industrials;Electrical Equipment;NEXANS SA
FR0013505062;EUR;FP;#N/A Field Not Applicable;Irreg;TCH;Common Stock;TECHNICOLOR - REGR;Communication Services;Entertainment;TECHNICOLOR-REGR
FR0004125920;EUR;FP;#N/A Field Not Applicable;Annual;AMUN;Common Stock;AMUNDI SA;Financials;Capital Markets;AMUNDI SA
FR0013341781;EUR;FP;#N/A Field Not Applicable;None;2CRSI;Common Stock;2CRSI SA;Information Technology;Technology Hardware, Storage &;2CRSI SA
FR0000073041;EUR;FP;#N/A Field Not Applicable;Annual;VAC;Common Stock;PIERRE & VACANCES;Consumer Discretionary;Hotels, Restaurants & Leisure;PIERRE&VACANCES
FR0000074072;EUR;FP;#N/A Field Not Applicable;Irreg;BIG;Common Stock;BIGBEN INTERACTIVE;Consumer Discretionary;Household Durables;BIGBEN INTERACTI
BE0974310428;EUR;FP;#N/A Field Not Applicable;None;XFAB;Common Stock;X-FAB SILICON FOUNDRIES SE;Information Technology;Semiconductors & Semiconductor;X-FAB SILICON FO
FR0010095596;EUR;FP;#N/A Field Not Applicable;None;ALONX;Common Stock;ONXEO;Health Care;Biotechnology;ONXEO
FR0000051070;EUR;FP;#N/A Field Not Applicable;Irreg;MAU;Common Stock;MAUREL ET PROM;Energy;Oil, Gas & Consumable Fuels;MAUREL ET PROM
FR0000039620;EUR;FP;#N/A Field Not Applicable;Annual;MRN;Common Stock;MERSEN;Industrials;Electrical Equipment;MERSEN
FR0011466069;EUR;FP;#N/A Field Not Applicable;None;EKI;Common Stock;EKINOPS;Information Technology;Communications Equipment;EKINOPS
FR0010478248;EUR;FP;#N/A Field Not Applicable;None;ATA;Common Stock;ATARI SA;Communication Services;Entertainment;ATARI SA
FR0000121204;EUR;FP;#N/A Field Not Applicable;Annual;MF;Common Stock;WENDEL;Financials;Diversified Financial Services;WENDEL
FR0000031577;EUR;FP;#N/A Field Not Applicable;Irreg;VIRP;Common Stock;VIRBAC SA;Health Care;Pharmaceuticals;VIRBAC SA
FR0000035081;EUR;FP;#N/A Field Not Applicable;Semi-Anl;ICAD;REIT;ICADE;Real Estate;Equity Real Estate Investment;ICADE
FR0004188670;EUR;FP;#N/A Field Not Applicable;Annual;TKTT;Common Stock;TARKETT;Industrials;Building Products;TARKETT
FR0004007813;EUR;FP;#N/A Field Not Applicable;Annual;KOF;Common Stock;KAUFMAN & BROAD SA;Consumer Discretionary;Household Durables;KAUFMAN & BROAD
FR0000039299;EUR;FP;#N/A Field Not Applicable;Semi-Anl;BOL;Common Stock;BOLLORE;Communication Services;Entertainment;BOLLORE
FR0000130395;EUR;FP;#N/A Field Not Applicable;Annual;RCO;Common Stock;REMY COINTREAU;Consumer Staples;Beverages;REMY COINTREAU
FR0013088606;EUR;FP;#N/A Field Not Applicable;None;ALDRV;Common Stock;DRONE VOLT SACA;Information Technology;Electronic Equipment, Instrume;DRONE VOLT SACA
FR0000034639;EUR;FP;#N/A Field Not Applicable;Annual;ALT;Common Stock;ALTRAN TECHNOLOGIES SA;Information Technology;IT Services;ALTRAN TECH
FR0004034072;EUR;FP;#N/A Field Not Applicable;None;XIL;Common Stock;XILAM ANIMATION;Communication Services;Entertainment;XILAM ANIMATION
FR0000121121;EUR;FP;#N/A Field Not Applicable;Annual;RF;Common Stock;EURAZEO SE;Financials;Diversified Financial Services;EURAZEO SE
FR0000032278;EUR;FP;#N/A Field Not Applicable;Annual;LAT;Common Stock;LATECOERE;Industrials;Aerospace & Defense;LATECOERE
FR0004024222;EUR;FP;#N/A Field Not Applicable;Annual;ITP;Common Stock;INTERPARFUMS SA;Consumer Staples;Personal Products;INTERPARFUMS SA
FR0000052623;EUR;FP;#N/A Field Not Applicable;Irreg;DEDAL;Common Stock;DEDALUS FRANCE SACA;Health Care;Health Care Technology;DEDALUS FRANCE S
FR0000064784;EUR;FP;#N/A Field Not Applicable;Annual;PEUG;Common Stock;PEUGEOT INVEST;Financials;Diversified Financial Services;PEUGEOT INVEST
FR0004040608;EUR;FP;#N/A Field Not Applicable;Quarter;ABCA;Common Stock;ABC ARBITRAGE;Financials;Diversified Financial Services;ABC ARBITRAGE
FR0013286259;EUR;FP;#N/A Field Not Applicable;None;ALTHX;Common Stock;THERANEXUS SADIR;Health Care;Pharmaceuticals;THERANEXUS SADIR
FR0000039091;EUR;FP;#N/A Field Not Applicable;Annual;RBT;Common Stock;ROBERTET SA;Materials;Chemicals;ROBERTET SA
FR0000073298;EUR;FP;#N/A Field Not Applicable;Annual;IPS;Common Stock;IPSOS;Communication Services;Media;IPSOS
NL0006294274;EUR;FP;#N/A Field Not Applicable;Annual;ENX;Common Stock;EURONEXT NV;Financials;Capital Markets;EURONEXT NV
FR0004180578;EUR;FP;#N/A Field Not Applicable;Annual;SWP;Common Stock;SWORD GROUP;Information Technology;IT Services;SWORD GROUP
FR0011532225;EUR;FP;#N/A Field Not Applicable;None;ALVGO;Common Stock;VOGO SACA;Information Technology;Software;VOGO SACA
FR0011665280;EUR;FP;#N/A Field Not Applicable;#N/A N/A;FGA;Common Stock;FIGEAC-AERO;Industrials;Aerospace & Defense;FIGEAC-AERO
FR0010040865;EUR;FP;#N/A Field Not Applicable;Semi-Anl;GFC;REIT;GECINA SA;Real Estate;Equity Real Estate Investment;GECINA SA
FR0010907956;EUR;FP;#N/A Field Not Applicable;None;ALCAR;Common Stock;CARMAT;Health Care;Health Care Equipment & Suppli;CARMAT
FR0011950682;EUR;FP;#N/A Field Not Applicable;Annual;SEFER;Common Stock;SERGE FERRARI GROUP;Materials;Chemicals;SERGE FERRARI GR
FR0000031775;EUR;FP;#N/A Field Not Applicable;Annual;VCT;Common Stock;VICAT;Materials;Construction Materials;VICAT
FR0000079634;EUR;FP;#N/A Field Not Applicable;Irreg;ALGEC;Common Stock;GECI INTERNATIONAL;Industrials;Professional Services;GECI INTERNATION
FR0013505583;EUR;FP;#N/A Field Not Applicable;Annual;ALCYB;Common Stock;CYBERGUN SA;Consumer Discretionary;Leisure Products;CYBERGUN SA
FR0013258662;EUR;FP;#N/A Field Not Applicable;Annual;ALD;Common Stock;ALD SA;Industrials;Road & Rail;ALD SA
FR0010040865;EUR;FP;#N/A Field Not Applicable;Semi-Anl;GFC;REIT;GECINA SA;Real Estate;Equity Real Estate Investment;GECINA SA
FR0013252186;EUR;FP;#N/A Field Not Applicable;Annual;PVL;Common Stock;PLASTIVALOIRE;Materials;Chemicals;PLASTIVALOIRE
FR0000035164;EUR;FP;#N/A Field Not Applicable;Annual;BEN;Common Stock;BENETEAU;Consumer Discretionary;Leisure Products;BENETEAU
FR0000035370;EUR;FP;#N/A Field Not Applicable;Annual;BLC;Common Stock;BASTIDE LE CONFORT MEDICAL;Health Care;Health Care Providers & Servic;BASTIDE
FR0000053381;EUR;FP;#N/A Field Not Applicable;Annual;DBG;Common Stock;DERICHEBOURG;Industrials;Commercial Services & Supplies;DERICHEBOURG
FR0011950641;EUR;FP;#N/A Field Not Applicable;None;ALPIX;Common Stock;PIXIUM VISION SA;Health Care;Health Care Equipment & Suppli;PIXIUM VISIO
FR0010879056;EUR;FP;#N/A Field Not Applicable;None;ALDEI;Common Stock;DEINOVE;Materials;Chemicals;DEINOVE
FR0010828137;EUR;FP;#N/A Field Not Applicable;Annual;CARM;REIT;CARMILA;Real Estate;Equity Real Estate Investment;CARMILA
FR0000035818;EUR;FP;#N/A Field Not Applicable;Annual;ALESK;Common Stock;ESKER SA;Information Technology;Software;ESKER SA
FR0011271600;EUR;FP;#N/A Field Not Applicable;None;FALG;Common Stock;FERMENTALG;Materials;Chemicals;FERMENTALG
FR0005175080;EUR;FP;#N/A Field Not Applicable;None;TNG;Common Stock;TRANSGENE SA;Health Care;Biotechnology;TRANSGENE SA
BE0974302342;EUR;FP;#N/A Field Not Applicable;None;ALPHS;Common Stock;PHARMASIMPLE;Consumer Discretionary;Internet & Direct Marketing Re;PHARMASIMPLE
FR0004170017;EUR;FP;#N/A Field Not Applicable;Annual;LNA;Common Stock;LNA SANTE;Health Care;Health Care Providers & Servic;LNA SANTE
FR0010377127;EUR;FP;#N/A Field Not Applicable;None;ALDIE;Common Stock;DIETSWELL;Energy;Energy Equipment & Services;DIETSWELL
FR0012419307;EUR;FP;#N/A Field Not Applicable;Annual;ALFOC;Common Stock;FOCUS HOME INTERACTIVE;Communication Services;Entertainment;FOCUS HOME INTER
FR0000120966;EUR;FP;#N/A Field Not Applicable;Annual;BB;Common Stock;SOCIETE BIC SA;Industrials;Commercial Services & Supplies;BIC
FR0000120560;EUR;FP;#N/A Field Not Applicable;Annual;QDT;Common Stock;QUADIENT SA;Information Technology;Technology Hardware, Storage &;QUADIENT SA
FR0004172450;EUR;FP;#N/A Field Not Applicable;Annual;ALBUD;Common Stock;MINT;Communication Services;Diversified Telecommunication;MINT
CH0012214059;CHF;SW;#N/A Field Not Applicable;Annual;HOLN;Common Stock;HOLCIM LTD;Materials;Construction Materials;HOLCIM LTD
FR0013482791;EUR;FP;#N/A Field Not Applicable;None;NACON;Common Stock;NACON SA;Consumer Discretionary;Household Durables;NACON SA
FR0006174348;EUR;FP;#N/A Field Not Applicable;Annual;BVI;Common Stock;BUREAU VERITAS SA;Industrials;Professional Services;BUREAU VERITAS S
FR0011584549;EUR;FP;#N/A Field Not Applicable;None;ALMND;Common Stock;MND;Consumer Discretionary;Leisure Products;MND
FR0000031684;EUR;FP;#N/A Field Not Applicable;Annual;ROTH;Common Stock;ROTHSCHILD & CO;Financials;Capital Markets;ROTHSCHILD & CO
FR0000075442;EUR;FP;#N/A Field Not Applicable;Irreg;ALLDL;Common Stock;GROUPE LDLC;Consumer Discretionary;Internet & Direct Marketing Re;GROUPE LDLC
FR0000073793;EUR;FP;#N/A Field Not Applicable;Annual;DVT;Common Stock;DEVOTEAM SA;Information Technology;IT Services;DEVOTEAM SA
FR0012882389;EUR;FP;#N/A Field Not Applicable;Annual;PHA;Common Stock;PHARMAGEST INTERACTIVE;Health Care;Health Care Technology;PHARMAGEST INTER
FR0013006558;EUR;FP;#N/A Field Not Applicable;None;SRP;Common Stock;SHOWROOMPRIVE;Consumer Discretionary;Internet & Direct Marketing Re;SHOWROOMPRIVE
FR0000050353;EUR;FP;#N/A Field Not Applicable;Annual;FII;Common Stock;LISI;Industrials;Aerospace & Defense;LISI
FR0013254851;EUR;FP;#N/A Field Not Applicable;None;ALVAL;Common Stock;VALBIOTIS SAS;Health Care;Biotechnology;VALBIOTIS SAS
FR0010485268;EUR;FP;#N/A Field Not Applicable;Annual;ALFPC;Common Stock;FOUNTAINE PAJOT SA;Consumer Discretionary;Leisure Products;FOUNTAINE PAJOT
FR0000038242;EUR;FP;#N/A Field Not Applicable;Irreg;LBIRD;Common Stock;LUMIBIRD;Information Technology;Electronic Equipment, Instrume;LUMIBIRD
FR0000066672;EUR;FP;#N/A Field Not Applicable;Annual;GLO;Common Stock;GL EVENTS;Industrials;Commercial Services & Supplies;GL EVENTS
FR0000077919;EUR;FP;#N/A Field Not Applicable;Annual;DEC;Common Stock;JCDECAUX SA;Communication Services;Media;JCDECAUX SA
FR0011464452;EUR;FP;#N/A Field Not Applicable;#N/A N/A;ALSGD;Common Stock;SPINEGUARD SA;Health Care;Health Care Equipment & Suppli;SPINEGUARD
FR0000182479;EUR;FP;#N/A Field Not Applicable;None;ALJXR;Common Stock;ARCHOS;Information Technology;Technology Hardware, Storage &;ARCHOS
FR0010353888;EUR;FP;#N/A Field Not Applicable;None;ALMDG;Common Stock;MGI DIGITAL GRAPHIC TECHNOLO;Information Technology;Technology Hardware, Storage &;MGI DIGITAL GRAP
FR0013447729;EUR;FP;#N/A Field Not Applicable;Irreg;VRLA;Common Stock;VERALLIA;Materials;Containers & Packaging;VERALLIA
GB0005405286;GBp;LN;#N/A Field Not Applicable;Irreg;HSBA;Common Stock;HSBC HOLDINGS PLC;Financials;Banks;HSBC HOLDINGS PL
FR0013467123;EUR;FP;#N/A Field Not Applicable;None;ALSAF;Common Stock;SAFE ORTHOPAEDICS SA;Health Care;Health Care Equipment & Suppli;SAFE ORTHOPAEDIC
FR0000063935;EUR;FP;#N/A Field Not Applicable;Annual;BON;Common Stock;BONDUELLE SCA;Consumer Staples;Food Products;BONDUELLE SCA
NL0000852564;EUR;NA;#N/A Field Not Applicable;Annual;AALB;Common Stock;AALBERTS NV;Industrials;Machinery;AALBERTS NV
NL0011540547;EUR;NA;#N/A Field Not Applicable;Semi-Anl;ABN;Dutch Cert;ABN AMRO BANK NV-CVA;Financials;Banks;ABN AMRO BANK-CV
NL0012969182;EUR;NA;#N/A Field Not Applicable;None;ADYEN;Common Stock;ADYEN NV;Information Technology;IT Services;ADYEN NV
NL0000303709;EUR;NA;#N/A Field Not Applicable;Semi-Anl;AGN;Common Stock;AEGON NV;Financials;Insurance;AEGON NV
NL0011794037;EUR;NA;#N/A Field Not Applicable;Semi-Anl;AD;Common Stock;KONINKLIJKE AHOLD DELHAIZE N;Consumer Staples;Food & Staples Retailing;KONINKLIJKE AHOL
NL0013267909;EUR;NA;#N/A Field Not Applicable;Semi-Anl;AKZA;Common Stock;AKZO NOBEL N.V.;Materials;Chemicals;AKZO NOBEL
NL0011333760;EUR;NA;#N/A Field Not Applicable;None;ATCB;Common Stock;ALTICE EUROPE NV - B;Communication Services;Diversified Telecommunication;ALTICE EUROPE -B
LU0569974404;EUR;NA;#N/A Field Not Applicable;Quarter;APAM;Common Stock;APERAM;Materials;Metals & Mining;APERAM
NL0006237562;EUR;NA;#N/A Field Not Applicable;Annual;ARCAD;Common Stock;ARCADIS NV;Industrials;Construction & Engineering;ARCADIS NV
LU1598757687;EUR;NA;#N/A Field Not Applicable;Annual;MT;Common Stock;ARCELORMITTAL;Materials;Metals & Mining;ARCELORMITTAL
NL0000334118;EUR;NA;#N/A Field Not Applicable;Irreg;ASM;Common Stock;ASM INTERNATIONAL NV;Information Technology;Semiconductors & Semiconductor;ASM INTL NV
NL0010273215;EUR;NA;#N/A Field Not Applicable;Semi-Anl;ASML;Common Stock;ASML HOLDING NV;Information Technology;Semiconductors & Semiconductor;ASML HOLDING NV
NL0011872650;EUR;NA;#N/A Field Not Applicable;None;BFIT;Common Stock;BASIC-FIT NV;Consumer Discretionary;Hotels, Restaurants & Leisure;BASIC-FIT NV
NL0012866412;EUR;NA;#N/A Field Not Applicable;Annual;BESI;Common Stock;BE SEMICONDUCTOR INDUSTRIES;Information Technology;Semiconductors & Semiconductor;BE SEMICONDUCTOR
NL0000852580;EUR;NA;#N/A Field Not Applicable;Annual;BOKA;Common Stock;BOSKALIS WESTMINSTER;Industrials;Construction & Engineering;BOSKALIS WESTMIN
NL0010583399;EUR;NA;#N/A Field Not Applicable;Annual;CRBN;Common Stock;CORBION NV;Materials;Chemicals;CORBION NV
NL0000009827;EUR;NA;#N/A Field Not Applicable;Semi-Anl;DSM;Common Stock;KONINKLIJKE DSM NV;Materials;Chemicals;DSM (KONIN)
NL0000288876;EUR;NA;#N/A Field Not Applicable;Annual;ECMPA;Dutch Cert;EUROCOMMERCIAL PROPERTIE-CV;Real Estate;Equity Real Estate Investment;EUROCOMMERCI-CVA
BE0003874915;EUR;BB;#N/A Field Not Applicable;Annual;FAGR;Common Stock;FAGRON;Health Care;Health Care Providers & Servic;FAGRON
NL0011585146;EUR;IM;#N/A Field Not Applicable;Annual;RACE;Common Stock;FERRARI NV;Consumer Discretionary;Automobiles;FERRARI NV
NL0011279492;EUR;NA;#N/A Field Not Applicable;Semi-Anl;FLOW;Common Stock;FLOW TRADERS;Financials;Capital Markets;FLOW TRADERS
BE0003818359;EUR;NA;#N/A Field Not Applicable;None;GLPG;Common Stock;GALAPAGOS NV;Health Care;Biotechnology;GALAPAGOS NV
NL0000400653;EUR;NA;#N/A Field Not Applicable;Annual;GTO;Common Stock;GEMALTO;Information Technology;Software;GEMALTO
NL0010937066;EUR;NA;#N/A Field Not Applicable;Annual;GVNV;Common Stock;GRANDVISION NV;Consumer Discretionary;Specialty Retail;GRANDVISION
NL0000009165;EUR;NA;#N/A Field Not Applicable;Semi-Anl;HEIA;Common Stock;HEINEKEN NV;Consumer Staples;Beverages;HEINEKEN NV
NL0010801007;EUR;NA;#N/A Field Not Applicable;Annual;IMCD;Common Stock;IMCD NV;Industrials;Trading Companies & Distributo;IMCD NV
NL0011821202;EUR;NA;#N/A Field Not Applicable;Semi-Anl;INGA;Common Stock;ING GROEP NV;Financials;Banks;ING GROEP NV
NL0000009082;EUR;NA;#N/A Field Not Applicable;Semi-Anl;KPN;Common Stock;KONINKLIJKE KPN NV;Communication Services;Diversified Telecommunication;KPN (KONIN) NV
IE00BZ12WP82;EUR;GY;#N/A Field Not Applicable;Quarter;LIN;Common Stock;LINDE PLC;Materials;Chemicals;LINDE PLC
NL0010773842;EUR;NA;#N/A Field Not Applicable;Semi-Anl;NN;Common Stock;NN GROUP NV;Financials;Insurance;NN GROUP
NL0010558797;EUR;NA;#N/A Field Not Applicable;None;OCI;Common Stock;OCI NV;Materials;Chemicals;OCI NV
NL0000009322;EUR;NA;#N/A Field Not Applicable;None;INPHI;Common Stock;PHILIPS ELECTRONICS NV;Health Care;Health Care Equipment & Suppli;PHILIPS ELECTRON
NL0009739416;EUR;NA;#N/A Field Not Applicable;Semi-Anl;PNL;Common Stock;POSTNL NV;Industrials;Air Freight & Logistics;POSTNL NV
NL0013654783;EUR;NA;#N/A Field Not Applicable;None;PRX;Common Stock;PROSUS NV;Consumer Discretionary;Internet & Direct Marketing Re;PROSUS NV
NL0012169213;EUR;GY;#N/A Field Not Applicable;None;QIA;Common Stock;QIAGEN N.V.;Health Care;Life Sciences Tools & Services;QIAGEN NV
NL0000379121;EUR;NA;#N/A Field Not Applicable;Annual;RAND;Common Stock;RANDSTAD NV;Industrials;Professional Services;RANDSTAD NV
GB00B2B0DG97;GBp;LN;#N/A Field Not Applicable;Semi-Anl;REL;Common Stock;RELX PLC;Industrials;Professional Services;RELX PLC
NL0000360618;EUR;NA;#N/A Field Not Applicable;Annual;SBMO;Common Stock;SBM OFFSHORE NV;Energy;Energy Equipment & Services;SBM OFFSHORE NV
GB00B03MLX29;EUR;NA;#N/A Field Not Applicable;Quarter;RDSA;Common Stock;ROYAL DUTCH SHELL PLC-A SHS;Energy;Oil, Gas & Consumable Fuels;ROYAL DUTCH SH-A
NL0011821392;EUR;NA;#N/A Field Not Applicable;Annual;LIGHT;Common Stock;SIGNIFY NV;Industrials;Electrical Equipment;SIGNIFY NV
NL0000817179;EUR;NA;#N/A Field Not Applicable;Semi-Anl;SLIGR;Common Stock;SLIGRO FOOD GROUP NV;Consumer Staples;Food & Staples Retailing;SLIGRO FOOD GROU
NL0012015705;EUR;NA;#N/A Field Not Applicable;None;TKWY;Common Stock;JUST EAT TAKEAWAY;Consumer Discretionary;Internet & Direct Marketing Re;JUST EAT TAKEAWA
NL0000852523;EUR;NA;#N/A Field Not Applicable;Annual;TWEKA;Dutch Cert;TKH GROUP NV-DUTCH CERT;Industrials;Electrical Equipment;TKH GROUP NV
NL0013332471;EUR;NA;#N/A Field Not Applicable;None;TOM2;Common Stock;TOMTOM NV;Consumer Discretionary;Household Durables;TOMTOM NV
NL0000388619;EUR;I2;#N/A Field Not Applicable;#N/A N/A;UNIAA;Common Stock;UNILEVER NV;Consumer Staples;Personal Products;UNILEVER NV
NL0009432491;EUR;NA;#N/A Field Not Applicable;Annual;VPK;Common Stock;VOPAK;Energy;Oil, Gas & Consumable Fuels;VOPAK
BE0974349814;EUR;BB;#N/A Field Not Applicable;Annual;WDP;REIT;WAREHOUSES DE PAUW SCA;Real Estate;Equity Real Estate Investment;WAREHOUSES DE PA
NL0000289213;EUR;NA;#N/A Field Not Applicable;Irreg;WHA;REIT;WERELDHAVE NV;Real Estate;Equity Real Estate Investment;WERELDHAVE NV
NL0000395903;EUR;NA;#N/A Field Not Applicable;Semi-Anl;WKL;Common Stock;WOLTERS KLUWER;Industrials;Professional Services;WOLTERS KLUWER
NL0009432491;EUR;NA;#N/A Field Not Applicable;Annual;VPK;Common Stock;VOPAK;Energy;Oil, Gas & Consumable Fuels;VOPAK
BE0974349814;EUR;BB;#N/A Field Not Applicable;Annual;WDP;REIT;WAREHOUSES DE PAUW SCA;Real Estate;Equity Real Estate Investment;WAREHOUSES DE PA
NL0000289213;EUR;NA;#N/A Field Not Applicable;Irreg;WHA;REIT;WERELDHAVE NV;Real Estate;Equity Real Estate Investment;WERELDHAVE NV
NL0000395903;EUR;NA;#N/A Field Not Applicable;Semi-Anl;WKL;Common Stock;WOLTERS KLUWER;Industrials;Professional Services;WOLTERS KLUWER
IT0001233417;EUR;IM;#N/A Field Not Applicable;Annual;A2A;Common Stock;A2A SPA;Utilities;Multi-Utilities;A2A SPA
IT0004056880;EUR;IM;#N/A Field Not Applicable;Annual;AMP;Common Stock;AMPLIFON SPA;Health Care;Health Care Providers & Servic;AMPLIFON SPA
IT0003506190;EUR;IM;#N/A Field Not Applicable;Irreg;ATL;Common Stock;ATLANTIA SPA;Industrials;Transportation Infrastructure;ATLANTIA SPA
IT0003261697;EUR;IM;#N/A Field Not Applicable;Annual;AZM;Common Stock;AZIMUT HOLDING SPA;Financials;Capital Markets;AZIMUT HOLDING
IT0001031084;EUR;IM;#N/A Field Not Applicable;Semi-Anl;BGN;Common Stock;BANCA GENERALI SPA;Financials;Capital Markets;BANCA GENERALI S
IT0005218380;EUR;IM;#N/A Field Not Applicable;Irreg;BAMI;Common Stock;BANCO BPM SPA;Financials;Banks;BANCO BPM SPA
IT0000066123;EUR;IM;#N/A Field Not Applicable;Annual;BPE;Common Stock;BPER BANCA;Financials;Banks;BPER BANCA
IT0005252728;EUR;IM;#N/A Field Not Applicable;Annual;BRE;Common Stock;BREMBO SPA;Consumer Discretionary;Auto Components;BREMBO SPA
IT0001347308;EUR;IM;#N/A Field Not Applicable;Annual;BZU;Common Stock;BUZZI UNICEM SPA;Materials;Construction Materials;BUZZI UNICEM SPA
NL0010545661;EUR;IM;#N/A Field Not Applicable;Annual;CNHI;Common Stock;CNH INDUSTRIAL NV;Industrials;Machinery;CNH INDUSTRIAL N
IT0003492391;EUR;IM;#N/A Field Not Applicable;Annual;DIA;Common Stock;DIASORIN SPA;Health Care;Health Care Equipment & Suppli;DIASORIN SPA
IT0003128367;EUR;IM;#N/A Field Not Applicable;Semi-Anl;ENEL;Common Stock;ENEL SPA;Utilities;Electric Utilities;ENEL SPA
IT0003132476;EUR;IM;#N/A Field Not Applicable;Semi-Anl;ENI;Common Stock;ENI SPA;Energy;Oil, Gas & Consumable Fuels;ENI SPA
NL0012059018;EUR;IM;#N/A Field Not Applicable;Annual;EXO;Common Stock;EXOR NV;Financials;Diversified Financial Services;EXOR NV
NL0011585146;EUR;IM;#N/A Field Not Applicable;Annual;RACE;Common Stock;FERRARI NV;Consumer Discretionary;Automobiles;FERRARI NV
IT0000072170;EUR;IM;#N/A Field Not Applicable;Annual;FBK;Common Stock;FINECOBANK SPA;Financials;Banks;FINECOBANK SPA
